lon,lat
23.3371119,56.949661
-113.8687,52.13342
20.6266832,52.1087493
121.0793705,-8.6573819
-117.636429,33.9498503
108.452555,21.72342
-72.0616304,8.017253
111.230547,35.575064
123.0925437,13.5730766
124.301366,9.61666
-84.5507433,33.9491123
104.4694186,-4.2163479
27.5393261,53.905048
16.028504,49.893413
37.5975489,56.5303315
117.302269,36.689044
81.6315231,47.086965
120.564983,28.438851
114.1751471,22.276022
16.4612356,52.1660441
104.677091,30.108216
114.3787108,-8.2334215
-80.5605111,8.2573425
23.5410417,62.7107035
123.18754,47.335654
-76.366667,-6.983333
-90.418548,14.0720691
22.84308,16.06589
81.6254283,28.5776106
132.5565112,44.3348462
-13.5147735,9.7907348
65.05511,31.62519
114.419667,23.170455
-27.2272259,38.6606921
10.646404,59.4443693
49.8700862,31.8239619
100.270651,28.533752
4.9052738,43.9763746
124.9231052,7.1756111
-68.1430029,47.0163969
14.5922703,63.1724708
107.5253786,-7.0085173
107.5889804,-6.8646647
103.1369108,5.329576
123.616147,9.92676
30.8769586,52.5645365
-76.947022,20.1566488
87.5395855,42.5246357
51.2946066,31.9797908
115.3133908,29.2642495
100.3722477,14.6823992
100.1367166,16.7445704
-12.9262851,27.9375382
117.167563,32.478018
19.8982345,51.6113555
114.1250349,22.5763579
114.976639,38.530028
5.1190026,43.5958543
77.2269221,43.3022775
21.3383382,37.7668391
52.9599661,28.3559058
121.644372,16.9822955
19.2859852,50.8294542
-115.9220734,49.6885534
-70.582502,-33.459409
91.5523435,27.3325014
18.727124,52.6282252
-71.6992231,-15.6627675
87.768212,33.308897
119.839212,34.007974
20.7226764,42.3273306
-15.6177942,11.8816553
50.0415363,40.5811666
16.4793546,59.6013651
111.214922,31.105555
113.2861345,23.1377928
73.1302301,30.3220554
-78.522826,-6.6816357
-47.1947232,-23.5297232
43.0973244,44.023338
38.5734956,54.8539133
108.8822222,32.165
120.58604,15.48277
-75.762586,-14.0874587
107.5623501,16.4498
-99.3883874,16.7949714
113.9060624,-7.9673906
-57.6000001,-37.9861381
39.06949,45.0058742
33.7634935,52.5871233
123.7154467,-8.2545915
66.0285106,37.8163881
-70.0086306,12.5092044
24.9390156,42.1309737
113.115161,39.401147
-68.8502434,-32.9589969
47.9437099,38.1304493
121.586713,16.879252
112.528308,32.990664
16.8482236,48.8255395
110.4914674,-7.7520206
-76.0289414,44.891731
1.2408185,49.0321605
-39.6930912,-17.8938032
14.9599807,46.3392772
100.9849333,13.3600554
-7.4720384,37.4713134
-41.0394028,-16.4510937
46.6463975,-16.1073563
115.099494,40.608793
165.2386673,-20.7795586
106.8030892,-6.6409658
-8.3815652,41.226934
17.1851,45.8174856
50.8599404,62.5898079
24.5571211,59.3213754
121.5194667,31.2278735
-89.7473837,13.7172042
113.176433,37.895325
14.9720041,50.5269291
111.9403254,-7.0961965
-73.6833119,40.7419285
109.6163185,-0.2467982
5.7524581,53.2060963
46.9537969,-19.4021302
-79.8184684,36.1857974
0.277316,47.6252225
121.331694,31.238854
9.4266475,51.2804955
18.188717,49.7219212
15.9561975,45.0084341
108.0101409,35.8024758
-6.5890166,5.7866228
84.9815185,56.4837532
9.6358001,59.1639426
118.752842,34.542308
108.4444578,-7.258606
-49.284143,-13.3498444
123.586797,-10.1863866
-73.069241,6.604594
34.3175225,51.149402
4.5232397,7.5143959
93.795126,31.896817
120.677011,36.139998
101.765843,36.628305
1.4784611,49.0915297
114.304486,29.961817
124.1226608,50.4273892
105.6984455,-5.7577862
107.518847,26.259427
27.6825031,57.1879589
105.8844726,-6.838862
33.3822764,35.1855659
-78.5127855,-7.1617465
-115.3508611,51.0935791
16.1537893,46.3395131
24.3031209,49.8189015
-119.1855785,35.1268513
-46.3116591,-23.5390859
-8.474627,40.9690916
69.2341133,35.1183378
120.9281733,31.9212574
-8.6455126,40.7553689
116.5697117,51.9769348
127.0336819,37.738098
-74.55,-12.55
31.2282958,30.9579533
-73.4415929,7.0706548
113.188183,22.105035
103.5089907,0.0090686
106.8190806,-6.2038486
123.1436468,7.7521794
113.525165,22.801624
121.4494622,31.299299
106.999722,20.8
87.771182,28.363741
122.0533593,12.2551576
112.5721881,-7.1550291
121.119499,-1.955673
-2.8357471,47.8890778
45.5357156,43.1298714
20.7414739,42.2152585
107.917448,26.647932
121.122805,14.576059
86.261321,41.343933
112.7688416,-7.3511436
106.0904721,-6.2842662
72.8305922,18.9494246
24.3522717,56.8564288
140.276147,-6.080007
31.3141291,-2.6343036
123.205323,47.338665
38.1239492,10.1769828
111.8270486,-8.1553145
31.75,-19.066667
108.4583132,11.9404192
-35.8716137,-5.4430889
20.6898971,40.6098385
109.709717,29.276391
118.9907046,-8.6247652
-58.5941325,-34.6353335
99.8348146,13.0553578
33.6035054,44.8205124
110.9980457,28.6811253
82.9132833,55.1067515
72.8781322,40.7084699
100.22775,26.855047
103.7420582,57.2749315
17.3087111,50.2895924
-73.4488,8.50874
115.16736,-8.665118
124.5694514,-9.9925241
57.6874206,54.9896116
109.402037,24.298195
-11.666667,7.833333
-6.391149,53.8996586
106.9447146,-6.3385652
-80.83,35.22
43.0973244,44.023338
2.2682399,48.8373554
103.027249,54.17157
-15.2589778,13.4686603
30.569225,52.7201592
13.0105903,55.583006
-0.766168,52.501244
-85.9262162,41.7396715
15.9883033,49.2101697
18.0588936,59.2690316
96.719767,31.051908
13.1712929,50.3844613
131.0436289,30.6509359
7.6168439,11.7928739
98.296657,24.804232
22.4914418,39.8037641
-73.5408926,45.3689432
121.058178,14.499307
-7.5655702,38.4480999
39.6438647,45.1888273
1.9038837,43.0429124
22.9982253,39.3897164
85.646652,54.914389
100.7724281,48.7277622
102.61616,24.210761
117.365052,25.941937
44.3793997,40.1578309
30.8157423,30.9422647
-0.3861522,43.3011387
106.8311173,-6.2140375
45.20956,-21.503481
-8.2693138,41.1163724
15.9976985,58.2007895
104.9564084,22.6308357
135.4627446,48.4869585
26.3128301,58.3384893
117.2313179,31.7311971
-48.9383824,-20.019494
126.7052062,37.4562557
109.3656914,24.3154419
11.0332618,45.4934392
22.5415237,40.4989376
51.2453739,25.8447931
33.5941067,45.1310529
81.7131828,7.7247058
121.1472247,15.5700166
26.0265105,51.8063451
37.1152943,54.886529
-7.0943023,54.2694844
106.7620174,-6.7992297
113.552698,22.362731
21.0023004,43.6173787
-71.9801443,-15.6225478
49.8698614,53.1517598
118.71899,24.880992
120.8129183,15.1503549
117.847115,25.692699
113.2989944,-7.0071448
128.7464415,35.5037598
121.424624,31.220367
33.7517723,1.4908115
47.3298509,42.4229813
-73.9319061,45.4235609
44.0033056,40.1851386
113.188183,22.105035
-78.693932,-6.314167
124.5514906,10.0698222
-0.1582766,5.6661517
11.9118588,57.690939
124.4695397,8.6076919
42.9086187,53.4078295
113.393516,31.325748
-73.3532199,8.25205
-0.2717072,48.3606958
109.5151561,-7.6052823
100.222545,26.641315
-175.204947,-21.1393418
-56.4488086,-30.3845133
21.3194467,65.2958948
106.309127,33.917649
-36.2847751,-8.6866263
40.2634504,62.2245877
110.994507,26.602423
14.5391653,46.2052815
120.5797508,15.4621386
46.983333,-21.266667
17.239347,52.0609041
24.0364394,51.2329872
-8.6380475,40.6394384
113.8011498,-8.0650276
131.3494901,34.0313411
140.0636977,35.8886106
116.260921,40.039342
39.1374839,51.7421319
33.730793,49.7888028
15.6309078,56.1993557
-6.2892907,53.310122
136.1916906,35.8439572
109.412626,19.233277
16.613233,49.1278721
116.251947,29.731101
70.4574593,54.9066121
-49.7728757,-24.7902746
121.0702405,14.578621
60.0789086,42.1068701
20.9114225,44.0127932
-80.2169047,44.5007687
34.7548713,47.8172631
-48.6553685,-27.4955748
110.7077766,-7.7519029
34.989571,32.7940463
122.7124,14.3254
45.1050487,-12.7902832
-53.088539,-23.4739979
-76.9398195,-9.8975064
17.9693864,59.3626867
13.3500652,4.5778968
120.683745,17.775429
117.6398107,39.0407357
13.2894368,-8.8399876
11.8515576,58.0498372
-25.670123,37.751046
12.5693818,58.3374462
33.6007892,34.8582652
-74.023193,-12.95689
72.8914233,2.6707039
120.9777157,14.6875764
42.5901672,19.9763524
19.9437314,40.7086377
1.4168974,9.029518
19.087773,50.3836071
70.1932084,34.2292129
83.142888,49.4753404
-76.4619911,-8.4592507
-71.5709117,-14.0359111
-37.2746574,-7.4686612
108.5166348,-7.0827518
70.5914,34.64921
44.5139052,48.7078478
-61.175278,10.2995028
107.237743,34.363184
22.23529,41.81758
21.59133,51.78914
-40.8538285,-19.2234241
138.1698009,37.0909826
78.3955986,42.4782102
25.39275,35.32297
95.604143,30.912302
-12.5355393,8.6881283
-58.5577501,-34.6795558
70.79064,36.5222
116.454574,36.112722
-172.5165543,-8.5335451
31.5621184,30.4158383
114.7490673,-3.4667033
121.4737021,31.2303904
19.2282876,45.1257987
132.46674,43.46802
38.9758429,46.3043619
-7.9526065,41.4112348
108.2659999,-7.360381
14.1375549,46.4044239
107.643631,35.709077
37.8777561,15.5406754
-75.8301537,2.8289721
15.9105476,49.9594627
49.3805473,14.773124
-82.3858672,22.9702067
26.8277488,62.6243044
14.4359068,50.168307
20.760809,51.2366183
20.3700368,54.9257823
111.9075351,-7.0448624
-51.6528409,-21.9719784
-8.1451415,41.3469244
-8.5920192,41.604029
16.6128396,49.7969047
-38.8591633,-6.4026236
113.625328,34.746611
-75.698571,8.797145
117.323725,34.810487
36.9137821,51.9777094
45.6,14.283333
93.25,46.6666667
121.197458,31.091814
100.193584,25.714796
83.9216908,53.3115925
22.9586235,49.8691711
106.8093807,-6.5961314
-157.3936469,1.968543
115.814504,32.890479
119.9191194,-4.1471884
100.1479182,7.2166013
-77.8267218,21.241735
19.1538281,49.7289952
16.3067301,52.5424757
15.9570211,52.3738553
121.474042,30.917795
103.82319,32.748741
-8.6745086,40.4489303
124.1018629,7.867718
-48.7043878,-18.5938307
100.6534443,16.6020807
109.709717,29.276391
120.3608455,-9.7262368
-75.62239,4.870121
35.81084,32.99941
99.161761,25.112046
30.5234909,48.534282
29.6904746,-1.2834307
112.141238,27.432184
-63.9004303,-8.7611605
26.38509,41.2699615
-121.5198716,38.6198298
6.0925959,49.895309
6.9179709,49.1606317
119.7889248,33.1401715
122.980034,42.632281
32.9001451,48.5582238
-8.4696181,39.7686256
19.3528069,50.0827667
97.130625,39.646905
20.8659995,42.8913909
110.446979,25.112406
14.3184521,50.7451251
102.73596,26.107704
109.654991,28.18018
115.944218,30.070453
-8.3929404,51.8113447
114.987268,24.018269
122.8704925,-5.0173504
110.228747,32.224808
17.8231225,59.24607
25.5341339,65.2012319
42.0889476,47.6451517
36.7018311,1.0931431
108.103677,-7.361477
140.557325,37.8336508
-7.7869527,41.2101265
26.1917421,54.5228434
-70.9853968,-33.6815281
23.7275817,42.3894673
124.884035,11.390993
-9.0377612,5.0153677
18.8224372,52.0872281
-45.5313666,-20.0292302
30.2871797,60.0018505
-77.45,-10.333333
24.3031209,49.8189015
117.032171,36.7821
72.3657967,44.2220308
27.5250475,41.9797938
9.7734455,0.3740355
118.1872,9.17008
46.8237055,40.211601
27.6830843,-26.183307
20.8041177,45.4123755
8.5281613,12.8964041
-83.1059154,42.103278
-86.3503495,15.5847347
19.93965,49.83347
30.3721765,59.8639169
1.193264,9.546837
31.7883933,47.309181
20.737591,39.1505158
107.8902,-7.1913
13.4015124,56.216468
63.9113296,35.6495457
-6.2634596,53.3004898
69.1193694,25.8626983
-75.6033497,6.1307505
108.9264524,-7.0606502
160.6960306,-8.7678593
14.2604647,50.4252048
108.6423,-7.4536
21.9201324,49.7442318
16.955476,51.9034509
106.7563363,-6.4331238
-73.8394482,45.6181396
121.28259,29.689847
131.6336105,33.0602736
103.1369108,5.329576
120.392977,31.282641
35.3959879,-23.8879561
99.6404495,14.6702846
14.4227656,67.3340943
53.715125,57.903389
121.8385996,13.4485234
120.2051096,31.2579515
111.540868,-6.6772938
113.518911,23.082498
123.409084,-10.6235959
2.513543,48.989038
108.0050384,-7.1691828
-109.16818,51.46681
113.417068,23.113478
131.6597893,32.5496232
111.083598,29.235797
121.4816411,15.7967076
120.9685838,14.6334992
98.385029,7.8851351
117.1448579,-0.4978509
48.0119891,59.8664826
122.9244113,8.1503324
-57.2705691,-25.3461531
117.2205771,3.8024611
-75.5858886,6.3833462
127.2826599,35.6110549
-49.9783088,-23.1734868
61.3951545,55.1529289
109.5285442,-7.6162571
-3.2602564,47.785421
107.5386809,-6.5303987
2.0391896,49.2066705
-6.302078,34.302131
22.5942366,49.4303242
103.805012,25.495241
-0.3513021,12.180204
133.0448635,42.9285549
-7.9582238,40.5077508
36.9433591,-0.4277809
-44.7855844,-4.2221443
121.896202,28.489465
124.709996,52.334456
71.6934843,29.3738721
38.564841,48.7790663
174.876524,-36.999012
-64.3031372,-19.3088778
121.0589081,14.7596318
113.518911,23.082498
6.8915145,52.7843212
-3.9549641,6.3182464
116.328206,37.029718
-47.2484692,-21.8239574
-64.3031372,-19.3088778
44.6207633,34.8809639
14.9599807,46.3392772
119.89388,-9.42137
-72.0927374,18.6522482
-38.602824,-3.870003
55.4543246,57.2840834
139.4691244,37.6463835
120.9618758,14.7601163
-8.5180793,41.4419957
110.73404,29.673196
122.9421882,14.0412181
33.7634935,52.5871233
114.427248,32.719163
119.4382459,-9.6582303
-103.8451959,49.6666528
20.5613514,44.3037425
-8.339861,39.5530795
79.8842521,7.1801552
24.4554644,52.5557638
47.9787391,15.3083007
-74.139107,-13.05526
34.823124,32.187123
-101.90093,51.56668
-45.8861749,-23.2251621
-48.204827,-7.1927733
19.2224417,49.6496394
-69.2519936,10.0192191
-8.5825398,41.5485587
116.638327,36.933812
14.9096846,-9.2993916
120.2835463,14.8162948
108.7971149,-7.3268042
-78.1792434,8.2853585
-66.2575425,9.338241
128.447649,44.780865
121.41794,31.237906
-56.8198691,-24.5415767
113.264385,23.12911
-72.9899505,4.8413815
113.824887,23.259479
121.0872097,15.5450531
15.9699878,28.6448398
-37.4894776,-6.4525359
13.8657349,49.6017642
22.9615442,42.6448155
118.180193,39.630867
140.4367415,37.136977
103.48159,34.646636
123.5836143,10.2942407
124.8827037,11.7744786
55.5025595,37.3833017
20.1143093,46.0245004
22.5927946,38.6390583
-77.4185584,20.9874938
19.641646,39.7538282
17.7763729,54.0058465
101.7296049,6.2958736
105.1668326,9.9044207
23.7692328,37.9298588
5.9721206,49.9467601
99.8434475,17.3091916
-7.7461418,39.3641607
-65.7698663,-17.5706623
49.8255553,40.4742778
111.0847891,-6.7407026
15.9614667,44.9564928
114.019351,22.656408
110.9387418,-7.4703872
-67.993234,-38.951448
30.0636349,0.707531
-76.9700669,-6.0419882
25.5719576,42.1400691
27.8454627,-26.2886266
-71.1948782,19.3795618
83.4376749,27.5065119
-35.0169621,-8.1132729
-77.2692503,21.5500232
135.2486671,35.5334785
-63.0334803,-32.0974801
121.7646503,16.3407314
106.9329091,14.8165996
-6.1822287,53.3788495
117.1448579,-0.4978509
126.918087,41.811979
117.251076,34.253164
20.096687,50.0142619
120.2550167,32.5181019
22.4724915,52.2902011
-65.5975218,-22.0853991
111.7778618,-8.154229
128.3445734,36.119485
112.507849,27.522725
36.4726,35.78668
-40.9990597,-20.9829904
-77.1657716,-11.806679
20.743101,42.4838334
6.0346235,49.6306384
12.7110264,56.0394628
-8.7186309,41.4406555
123.8536209,9.6365101
113.707184,37.612712
128.2849463,-3.5273652
114.09199,71.96347
-49.6546435,-20.6286479
-46.9995522,-23.3969772
121.015142,30.677233
-85.9262162,41.7396715
-49.5687416,-17.5582645
52.026838,36.5750373
121.5936562,29.8637597
124.6723608,5.9795827
119.974061,31.811226
108.2257659,-7.003771
-88.831192,14.84712
120.88006,13.9129
116.6988851,24.3482735
113.580519,37.856971
1.9038837,43.0429124
-65.4128686,-24.7869452
-79.4634825,-1.4493473
89.3700108,24.8697215
112.711058,38.731402
119.015255,25.431829
116.40605,39.900314
-77.1470783,18.1254083
37.7622971,12.9813794
104.0524871,30.6217883
-7.8303977,40.6588133
68.5211384,30.2371203
-1.5419505,47.2174874
-93.7079745,32.4545928
22.2089639,52.6567115
18.4025756,54.4265348
28.203342,58.1420431
64.78566,34.15599
51.5465539,32.8796692
-93.1855735,44.9790183
107.9399848,-7.1081786
110.4269535,-6.9796136
-8.0102678,37.7779611
116.787128,32.573115
121.0155081,14.5560877
-82.8101975,21.8788609
-119.8757349,39.4854373
43.50993,13.26831
35.191041,32.254578
-5.6142558,9.4669337
-78.948623,-4.0620941
23.3204309,38.322579
110.0196561,-7.1066698
134.9774188,34.9822925
-6.9646803,41.3349436
-49.3471838,-26.2301262
12.5183307,11.804149
9.2415192,48.8096645
-67.1060353,-17.9646772
5.8978018,43.4945737
118.930111,24.879416
20.4734419,44.8158674
69.079674,34.496651
-93.91,44.78
-0.8744828,41.6286623
-41.5212742,-15.7311162
-75.7255192,4.4721794
125.291414,43.83179
112.337992,38.681707
13.1134915,14.2553505
-122.2982224,47.6849444
52.78207,54.503177
116.3998528,39.8653333
-72.1756733,-13.945728
79.8908308,6.9280156
108.8076195,23.7247599
113.6587617,22.9353419
112.7554346,-7.2599544
37.1660882,56.7375175
18.5697311,53.6094246
116.244678,30.661419
108.7987084,-7.5009787
107.9072626,-7.1989224
125.4078017,7.1962805
18.1468001,59.36296
40.77214,36.23154
17.4133285,52.3648742
-65.551361,3.1645789
111.982232,21.857958
-89.8052964,15.6147646
131.978812,43.800779
-77.0934017,-12.077493
38.7577605,8.9806034
6.9855112,44.0678168
-55.9931173,-4.2670701
117.497651,38.143169
47.2957582,56.031038
16.8819389,49.9535113
135.7845381,34.6518908
108.117456,34.326903
-47.058302,-18.998706
110.691139,37.399373
-49.0686083,-11.7283752
-44.7711099,-20.1851206
15.8753752,50.3218978
-8.4353332,41.6427177
-172.17768,-13.67147
33.6766146,44.5738307
